city,date,fare,ride_id
Richardfort,22-04-2019 03:06,39.74,4.08139E+12
Richardfort,31-01-2019 14:51,43.92,4.06695E+12
South Michelleport,01-04-2019 14:50,28.84,8.84609E+12
Barajasview,14-01-2019 11:00,19.81,2.37626E+12
West Heidi,18-04-2019 20:05,32.74,1.74649E+12
Leahton,31-03-2019 02:08,4.65,2.2042E+12
Port Johnbury,07-01-2019 05:43,19.08,8.83938E+12
Justinberg,07-05-2019 20:22,18.74,6.39565E+12
North Barbara,10-04-2019 17:12,10.94,3.55505E+11
Barajasview,06-05-2019 01:06,17.63,9.23321E+12
Reynoldsfurt,12-04-2019 01:13,21.18,7.47139E+12
West Christopherberg,09-02-2019 12:25,33.97,4.25388E+12
Leahton,23-02-2019 01:19,7.08,3.74445E+12
Simpsonburgh,04-03-2019 11:08,23.33,9.99763E+11
Port Frank,05-04-2019 07:22,14.21,8.36608E+12
West Heidi,17-04-2019 00:03,8.91,7.61713E+12
Robertport,24-04-2019 23:45,19.73,7.44321E+12
Loganberg,05-05-2019 17:29,30.47,7.76926E+12
West Josephberg,23-03-2019 01:43,33.12,2.3354E+12
West Anthony,03-04-2019 01:47,31.6,4.96533E+12
South Michelleport,22-04-2019 02:38,9.72,2.08892E+12
Amandaburgh,05-04-2019 10:22,25.55,8.58142E+12
Justinberg,01-04-2019 23:46,40.87,8.95767E+12
Joneschester,10-03-2019 08:15,27.91,1.27309E+12
Lake Scottton,11-01-2019 19:18,31.31,9.30578E+12
Rodneyfort,24-03-2019 19:06,31.41,8.2742E+11
Pattyland,25-04-2019 14:57,44.39,1.7237E+12
Jerryton,28-02-2019 01:14,36.87,3.09106E+12
Lake Scottton,11-04-2019 04:26,22.03,2.02682E+12
Grahamburgh,29-04-2019 21:20,13.59,3.2007E+12
South Latoya,29-03-2019 22:54,5.93,2.6243E+12
Liumouth,27-03-2019 12:12,44.27,9.81646E+11
Hurleymouth,02-03-2019 11:43,34.65,9.38045E+12
West Angela,15-02-2019 08:01,44.12,1.96212E+12
Reynoldsfurt,14-03-2019 16:29,35.65,9.90709E+12
Port Johnbury,29-03-2019 03:22,14.54,3.76124E+12
North Jason,15-02-2019 14:32,17.35,6.04176E+12
North Madeline,15-04-2019 10:02,37.6,3.89526E+12
Simpsonburgh,15-02-2019 09:18,4.63,60590634054
Hurleymouth,13-02-2019 17:32,25.72,8.76149E+12
West Robert,07-03-2019 06:32,4.28,2.03078E+12
North Jasmine,01-04-2019 04:31,28.04,5.01238E+12
North Jason,05-04-2019 20:10,32.18,3.37355E+12
South Jack,01-02-2019 11:28,26.72,5.06217E+12
West Heidi,09-02-2019 19:23,39.76,5.5229E+12
West Anthony,06-04-2019 02:25,14.3,7.57196E+12
West Ericstad,21-03-2019 09:28,18.24,4.60295E+12
West Samuelburgh,27-02-2019 06:43,32.73,5.61598E+12
New Jacobville,09-04-2019 08:47,4.95,4.49374E+12
Carriemouth,21-02-2019 15:09,23.48,4.75731E+12
Christopherfurt,18-03-2019 09:24,7.45,4.45122E+12
South Phillip,16-01-2019 03:42,7.08,8.45568E+12
Grahamburgh,28-01-2019 15:40,44.91,2.58537E+11
Christopherfurt,25-03-2019 20:35,23.38,4.99819E+11
Robertport,27-04-2019 12:31,41.48,6.46459E+12
Justinberg,26-04-2019 08:12,7.68,1.06865E+12
Port Frank,05-04-2019 15:44,36.08,3.45798E+11
New Jacobville,13-04-2019 01:18,43.98,9.4486E+12
North Jasmine,01-02-2019 20:17,8.09,4.15938E+11
Valentineton,18-03-2019 07:07,36.04,8.73223E+12
Huntermouth,06-01-2019 20:23,28.74,6.5421E+11
South Jack,08-03-2019 08:55,17.17,8.79096E+12
New Paulton,15-03-2019 04:48,4.6,9.74146E+12
Williamsstad,21-04-2019 23:26,26.99,8.56256E+12
Jerryton,06-01-2019 12:30,27.71,9.04474E+12
Deanville,04-01-2019 13:30,4.56,6.42311E+12
South Evanton,22-03-2019 05:26,6.58,8.37719E+12
New Kimberlyborough,29-04-2019 07:38,9.08,3.17192E+12
Hurleymouth,24-03-2019 12:04,8.77,8.27479E+12
North Barbara,01-04-2019 00:20,31.72,9.78616E+12
West Angela,22-02-2019 02:22,19.44,3.79496E+12
Karenside,15-03-2019 15:11,31.89,5.43826E+12
South Phillip,01-05-2019 23:05,38.46,3.43854E+12
South Karenland,08-05-2019 11:38,19.77,7.83716E+12
Royland,21-02-2019 22:19,5.95,8.41947E+12
South Phillip,20-01-2019 17:35,24,7.33538E+12
South Phillip,02-05-2019 01:04,24.23,1.22973E+11
West Gabriel,09-03-2019 04:39,14.41,8.73618E+12
South Karenland,14-01-2019 02:07,24.71,8.61231E+12
Robertport,27-04-2019 10:55,11.42,9.22956E+12
Roberthaven,12-02-2019 07:58,37,4.69588E+12
West Christopherberg,11-01-2019 21:37,44.76,2.73682E+12
Robertport,21-03-2019 05:48,8.2,3.39977E+12
West Anthony,07-02-2019 16:55,33.51,4.16312E+12
New Kimberlyborough,09-02-2019 13:28,6.43,6.44715E+12
Loganberg,02-02-2019 23:09,7.12,1.2735E+12
West Samuelburgh,11-01-2019 01:36,25.07,1.50842E+11
New Kimberlyborough,24-04-2019 18:35,28.87,7.93708E+12
Roberthaven,25-04-2019 14:14,22.75,7.37017E+12
Barajasview,03-04-2019 15:25,44.15,9.59616E+12
Royland,22-02-2019 22:46,10.19,8.89872E+12
Rogerston,14-03-2019 14:43,10.29,7.43476E+12
Christopherfurt,12-02-2019 14:24,11.7,8.49351E+12
West Gabriel,20-02-2019 06:07,8.44,6.91241E+12
South Karenland,18-04-2019 13:07,8.56,7.55792E+12
Williamsview,26-04-2019 00:30,20.89,2.56503E+12
Deanville,05-03-2019 09:44,42.79,3.62495E+12
West Samuelburgh,16-01-2019 03:43,14.93,5.01861E+11
North Barbara,14-02-2019 11:29,4.11,7.67696E+12
Christopherfurt,10-03-2019 07:36,22.65,5.00464E+12
Jerryton,01-02-2019 16:39,37.7,9.58045E+12
South Latoya,09-02-2019 20:42,12.17,9.00632E+12
South Latoya,04-03-2019 12:20,5.04,9.8774E+12
West Gabriel,17-03-2019 04:22,15.95,9.29707E+12
Lake Jonathanshire,23-01-2019 21:43,21.11,7.71147E+12
North Jasmine,10-02-2019 20:19,31.38,4.7468E+12
Raymondhaven,15-04-2019 12:15,6.74,6.81407E+12
Port Johnbury,25-03-2019 02:17,41.61,8.06055E+12
North Barbara,17-01-2019 18:14,18.27,3.78378E+11
New Kimberlyborough,27-01-2019 14:49,23.09,5.57554E+12
Carriemouth,26-02-2019 05:24,19.05,1.9546E+12
West Samuelburgh,05-02-2019 21:02,31.94,6.73338E+12
Martinezhaven,17-02-2019 21:48,34.27,2.34041E+11
North Barbara,30-04-2019 05:22,28.89,3.28092E+12
Valentineton,08-02-2019 19:05,36.23,6.6674E+12
West Robert,09-02-2019 05:16,26.1,18586563147
Roberthaven,07-04-2019 16:53,13.4,4.90174E+12
West Gabriel,20-04-2019 05:31,23.69,4.90612E+12
Karenberg,18-02-2019 19:28,44.08,7.21687E+12
Rogerston,08-03-2019 03:46,17.81,8.56469E+12
West Angela,12-01-2019 01:55,20.46,5.24131E+12
New Kimberlyborough,01-04-2019 12:09,10.76,9.12831E+12
Justinberg,20-02-2019 15:05,31.31,9.20163E+12
South Michelleport,02-01-2019 00:56,37.34,7.66098E+12
South Evanton,11-01-2019 11:02,39.99,9.38941E+12
Johnton,11-04-2019 13:41,33.12,7.2261E+12
Grahamburgh,03-04-2019 13:27,5.09,8.56329E+12
Rogerston,16-02-2019 02:04,20.64,8.14712E+12
South Karenland,21-04-2019 11:42,7.44,3.54676E+12
North Barbara,08-03-2019 09:24,29.15,96327208793
Jerryton,20-03-2019 01:28,15.37,9.31768E+11
West Christopherberg,25-04-2019 06:22,35.39,7.47724E+12
South Jack,13-02-2019 09:20,32.64,8.80719E+11
Port Samanthamouth,28-01-2019 23:59,15.49,3.26708E+12
New Paulton,29-03-2019 19:12,43.79,7.06918E+12
Carriemouth,18-04-2019 17:01,37.63,7.73687E+12
North Jasmine,27-02-2019 01:34,35.31,9.25035E+12
Rogerston,16-01-2019 08:38,31.34,1.32229E+11
Port David,03-02-2019 01:11,21.2,5.71426E+11
Williamsview,11-04-2019 20:41,33.68,2.74358E+12
South Evanton,26-04-2019 04:37,42.99,4.02195E+12
South Evanton,25-03-2019 15:50,23.48,4.59571E+12
Port David,07-04-2019 23:44,39.51,5.95526E+12
West Christopherberg,08-02-2019 23:04,14.22,3.72559E+12
New Paulton,19-03-2019 23:42,40.2,8.20067E+12
Leahton,04-02-2019 08:07,15.37,9.58833E+12
Valentineton,28-04-2019 09:10,5.73,2.11077E+11
Port David,14-03-2019 09:28,9.22,3.63609E+12
West Robert,12-02-2019 01:20,14.8,8.06183E+12
Valentineton,02-01-2019 01:46,34.79,6.36435E+12
Port Johnbury,20-02-2019 04:27,27.1,3.55937E+12
Richardfort,04-03-2019 22:13,14.83,9.47411E+12
Karenberg,08-01-2019 13:51,9.5,1.45291E+12
West Robert,14-03-2019 15:25,18.28,4.58273E+12
New Paulville,15-02-2019 23:58,28.18,2.04263E+12
West Patrickchester,03-05-2019 01:24,44.85,9.42108E+12
Loganberg,03-04-2019 09:30,5.16,9.23486E+12
Pattyland,02-05-2019 20:17,4.23,1.65885E+11
West Christopherberg,20-02-2019 15:23,26.9,1.2419E+12
Leahton,05-02-2019 18:06,8.38,5.89552E+12
Richardfort,28-03-2019 19:33,7.75,5.53906E+12
West Anthony,11-03-2019 12:23,41.37,1.13382E+12
East Kaylahaven,17-04-2019 00:28,41.19,6.32034E+11
Williamsstad,01-04-2019 17:37,16.83,1.5169E+12
South Phillip,12-02-2019 22:04,23.69,3.66762E+12
West Samuelburgh,18-01-2019 10:57,16.96,3.93667E+12
Royland,24-03-2019 10:24,10.05,2.95667E+12
Justinberg,24-01-2019 10:16,8.83,1.86337E+12
Karenberg,30-01-2019 10:51,8.79,3.83247E+12
North Markport,09-04-2019 14:55,20.23,2.5806E+12
Roberthaven,17-03-2019 14:48,26.71,9.35152E+12
Royland,11-01-2019 14:23,43.07,7.58051E+11
Hurleymouth,31-01-2019 02:49,19.23,9.53734E+12
Roberthaven,22-04-2019 04:12,31.29,4.10482E+12
Grahamburgh,16-03-2019 10:03,30.66,4.73969E+12
Johnton,26-04-2019 17:02,4.63,3.43531E+12
Huntermouth,07-05-2019 08:47,25.83,9.61632E+11
Pattyland,19-03-2019 20:41,18.17,9.39478E+12
West Robert,16-04-2019 16:16,25.65,3.59878E+12
Leahton,13-04-2019 10:54,18.25,6.16038E+12
Port Frank,18-04-2019 00:39,33.73,2.26274E+12
Port Frank,28-02-2019 07:39,33.83,1.26373E+12
West Josephberg,08-03-2019 21:57,9.54,8.12252E+12
Grahamburgh,08-02-2019 13:28,10.63,3.65433E+12
Williamsstad,06-05-2019 19:34,26.43,8.9879E+12
North Barbara,27-03-2019 09:44,33.4,5.61623E+12
South Phillip,17-04-2019 18:42,42.3,1.29583E+12
Erikaland,05-02-2019 04:51,14.13,9.87719E+12
Port Samanthamouth,19-01-2019 19:54,38.58,2.62771E+12
North Jasmine,21-04-2019 15:15,5.31,2.97864E+12
West Gabriel,27-04-2019 00:34,37.74,7.63591E+12
Rodneyfort,06-02-2019 11:01,27.87,9.79196E+12
New Paulton,27-04-2019 23:26,19.06,2.00115E+11
Hurleymouth,22-04-2019 02:31,9.14,5.56389E+12
South Phillip,02-03-2019 07:23,30.62,4.97935E+12
West Ericstad,25-01-2019 20:18,23.27,2.12808E+12
Port Samanthamouth,20-03-2019 05:48,36.7,8.18658E+11
West Josephberg,17-01-2019 05:32,7.87,2.30052E+12
Port Angela,10-03-2019 19:24,43.18,1.88976E+12
West Gabriel,25-04-2019 14:28,10.86,8.50153E+12
Hurleymouth,15-02-2019 02:10,42.61,9.952E+12
Jerryton,18-04-2019 06:08,42.8,2.66288E+12
Lake Danielberg,09-02-2019 19:09,10.62,9.24172E+12
South Phillip,14-01-2019 18:26,41.66,2.77317E+12
West Robert,28-03-2019 15:00,35.88,2.84546E+12
New Kimberlyborough,28-04-2019 12:48,33.35,9.50164E+12
New Paulville,02-05-2019 18:20,12.08,6.16282E+11
West Josephberg,30-04-2019 14:45,40.08,5.40556E+12
Erikaland,17-03-2019 16:51,39.58,6.42263E+12
North Madeline,08-04-2019 20:26,25.79,9.44148E+12
West Heidi,06-04-2019 21:40,23.41,9.7868E+12
Reynoldsfurt,02-02-2019 02:52,29.07,1.86421E+12
South Latoya,18-01-2019 06:04,5.69,7.01359E+11
Amandaburgh,07-03-2019 02:26,18.76,3.41945E+12
West Josephberg,20-01-2019 01:27,38.39,4.39773E+12
Lake Jonathanshire,29-01-2019 00:19,41.05,6.64969E+12
West Anthony,18-04-2019 23:10,31.16,8.47826E+12
Raymondhaven,06-04-2019 13:52,30.36,8.73307E+12
Hurleymouth,11-01-2019 12:59,37.44,7.88363E+12
Roberthaven,28-01-2019 10:23,21.72,7.32997E+12
New Paulville,29-04-2019 23:05,14.59,3.63377E+12
Robertport,26-03-2019 22:47,13.34,5.44815E+12
Port Frank,19-01-2019 13:08,4.86,5.0846E+12
Rogerston,26-03-2019 04:27,13.97,2.81992E+12
Liumouth,16-01-2019 21:55,6.02,3.85218E+12
Lake Danielberg,21-01-2019 12:52,14.09,9.56831E+12
West Josephberg,21-03-2019 15:44,6.13,2.30387E+12
Leahton,15-01-2019 02:30,21.95,1.79552E+12
Huntermouth,03-04-2019 07:02,29.88,8.96762E+12
Lake Danielberg,03-05-2019 15:35,19.97,5.54189E+11
Loganberg,21-02-2019 13:09,7.49,6.41484E+11
North Madeline,16-02-2019 15:06,37.75,1.4536E+12
Hurleymouth,09-04-2019 09:17,20.31,2.51159E+12
Port Johnbury,30-03-2019 20:43,19.48,5.13784E+12
Royland,07-05-2019 14:58,36.22,2.53803E+12
Richardfort,14-02-2019 03:27,44.11,2.50386E+12
Johnton,25-01-2019 13:17,28.14,7.11047E+12
North Jason,12-04-2019 06:19,33.12,1.71399E+12
South Phillip,05-01-2019 17:50,41.55,8.82568E+12
Reynoldsfurt,21-01-2019 16:07,25.19,1.03322E+12
West Ericstad,12-04-2019 12:08,27.69,4.56796E+12
Richardfort,27-04-2019 11:59,30.31,6.10645E+12
West Heidi,22-04-2019 00:38,8.89,5.4084E+12
Johnton,04-03-2019 10:30,36.76,3.27329E+12
West Angela,02-01-2019 09:28,19.81,9.73997E+12
Leahton,28-02-2019 20:02,31.01,2.1165E+12
Johnton,11-04-2019 14:40,16.63,7.24846E+12
Port David,21-01-2019 02:29,32.92,8.57957E+11
New Kimberlyborough,01-04-2019 04:31,35.11,8.27582E+12
Port Frank,26-02-2019 05:03,25.18,7.2808E+12
Barajasview,24-01-2019 05:58,9.21,1.84107E+12
South Phillip,21-04-2019 10:31,32.85,2.75233E+12
North Jasmine,03-04-2019 13:15,19.66,9.20612E+12
New Kimberlyborough,13-03-2019 09:48,14.84,1.83917E+12
North Jasmine,05-01-2019 16:39,26.72,3.66906E+12
Reynoldsfurt,13-02-2019 10:29,7.43,5.24443E+12
North Barbara,05-05-2019 15:15,38.15,2.56007E+11
South Karenland,23-04-2019 09:19,12.34,9.18579E+12
North Jasmine,17-04-2019 07:34,22.41,4.19804E+12
East Kaylahaven,16-02-2019 21:02,34.42,7.99961E+12
West Samuelburgh,07-03-2019 20:34,34.22,1.12957E+12
Richardfort,03-03-2019 11:57,11.42,2.91608E+12
West Heidi,19-02-2019 21:08,7.64,8.96613E+12
Raymondhaven,08-05-2019 04:39,18.45,1.81157E+12
North Markport,29-04-2019 11:39,19.8,1.83902E+12
New Paulton,17-02-2019 08:20,37.44,7.42967E+12
Karenside,25-01-2019 03:33,19.6,4.71696E+12
South Jack,03-03-2019 09:00,29.88,2.15339E+12
South Michelleport,20-01-2019 05:30,34.72,6.38794E+12
North Jason,01-04-2019 14:43,40.45,1.1017E+12
Joneschester,26-01-2019 19:19,13.77,6.67814E+12
Amandaburgh,02-01-2019 09:57,33.06,6.33066E+12
North Jason,28-03-2019 18:03,42.75,4.27168E+12
Roberthaven,28-01-2019 22:09,28.11,6.2282E+12
South Karenland,13-02-2019 03:55,24.16,3.27462E+12
Rogerston,23-01-2019 18:16,21.64,3.8497E+12
Robertport,14-02-2019 04:42,18.38,9.07293E+12
West Samuelburgh,06-01-2019 13:23,11.01,73344113439
New Paulton,06-04-2019 16:21,38.8,8.52323E+12
Port Johnbury,12-04-2019 03:43,8.42,39663640391
South Karenland,03-05-2019 16:09,19.69,2.54283E+12
Liumouth,22-03-2019 20:35,39.96,6.1625E+12
South Evanton,29-04-2019 13:54,5.16,3.14703E+11
Huntermouth,20-04-2019 09:38,23.65,3.49602E+12
Simpsonburgh,26-04-2019 22:20,29.22,4.45263E+12
Valentineton,17-02-2019 05:51,21.74,4.88223E+12
Deanville,12-01-2019 07:32,39.45,4.19668E+11
South Karenland,27-04-2019 16:20,6.62,9.44045E+12
Lake Jonathanshire,22-03-2019 14:33,18.72,4.67597E+12
East Kaylahaven,01-03-2019 15:07,23.45,3.21997E+12
Port David,12-04-2019 05:32,35.51,2.98869E+12
West Gabriel,30-01-2019 15:37,25.64,3.45871E+12
South Evanton,13-02-2019 16:46,44.33,3.93348E+12
Richardfort,13-01-2019 10:08,25.81,9.11091E+12
North Madeline,04-04-2019 06:42,25.38,6.90704E+12
South Evanton,06-04-2019 16:41,9.3,1.03705E+12
Royland,18-02-2019 02:03,8.32,5.21311E+12
Hurleymouth,07-01-2019 15:53,20.01,4.46237E+12
West Anthony,08-04-2019 06:21,20.83,9.5823E+12
Martinezhaven,14-02-2019 02:51,27.16,2.199E+12
North Jasmine,21-01-2019 21:00,33.06,4.26301E+12
Carriemouth,15-04-2019 08:00,40.03,2.66793E+12
Lake Scottton,21-01-2019 04:20,21.81,2.94152E+11
Hurleymouth,17-01-2019 17:07,24.86,9.29534E+12
North Barbara,17-03-2019 17:07,6.12,5.47694E+12
Royland,23-04-2019 01:14,40.39,3.38532E+11
North Jason,12-01-2019 19:19,9.97,8.00061E+12
West Ericstad,27-01-2019 04:30,29.05,7.59945E+12
Joneschester,13-03-2019 06:10,27.79,1.26445E+12
North Madeline,03-05-2019 00:07,16.44,2.12158E+11
Loganberg,18-02-2019 11:58,23.98,9.36901E+12
West Patrickchester,07-04-2019 17:41,33.9,3.85913E+12
Justinberg,04-04-2019 23:19,19.38,3.73396E+12
Lake Jonathanshire,16-04-2019 20:26,32.47,1.01387E+12
Karenside,04-03-2019 20:36,25.21,9.10796E+12
North Madeline,04-02-2019 18:56,9.84,9.47983E+12
West Josephberg,30-03-2019 01:27,25.19,7.57579E+12
West Christopherberg,01-05-2019 12:39,39.8,5.35029E+12
Lake Scottton,19-04-2019 21:32,37.67,5.48729E+12
Simpsonburgh,04-05-2019 11:41,33.11,2.86086E+12
South Karenland,23-01-2019 05:56,22.54,9.06736E+11
South Evanton,26-02-2019 06:48,7.81,7.41939E+11
New Paulville,02-01-2019 20:52,33.08,2.36854E+12
Carriemouth,08-03-2019 09:53,37.81,7.35066E+12
North Madeline,01-03-2019 04:34,20.8,1.5751E+12
West Heidi,17-01-2019 09:28,24.19,8.7981E+12
Amandaburgh,13-01-2019 16:04,23.35,9.97508E+12
Valentineton,06-03-2019 04:48,38.88,2.76294E+12
South Phillip,23-03-2019 16:36,40.07,2.30785E+12
West Angela,22-02-2019 04:05,23.09,5.99167E+12
Erikaland,25-04-2019 11:18,34.05,5.67382E+12
Loganberg,23-04-2019 09:19,32.4,2.44843E+12
West Heidi,01-01-2019 05:23,10.75,6.57151E+12
South Michelleport,27-01-2019 13:10,30.16,3.94853E+12
Christopherfurt,15-03-2019 10:22,34.09,1.26452E+12
North Markport,06-04-2019 02:16,18.15,7.26861E+12
West Anthony,10-02-2019 09:16,38.54,8.95001E+12
South Phillip,16-04-2019 22:02,24.63,7.8609E+12
South Phillip,07-01-2019 02:17,6.54,1.97654E+11
Williamsview,02-03-2019 22:23,25.15,5.05061E+12
Port Frank,05-01-2019 18:22,35.35,1.91878E+12
West Angela,18-03-2019 15:57,13.06,7.20662E+12
Liumouth,14-04-2019 14:58,25.28,7.89175E+12
Port Frank,03-05-2019 20:22,21.11,9.06392E+12
Jerryton,04-03-2019 14:14,22.91,3.49891E+12
Richardfort,06-03-2019 12:53,8.28,5.1276E+12
Lake Danielberg,14-01-2019 22:04,24.14,7.95889E+12
South Evanton,17-01-2019 02:00,34.55,3.37326E+12
Williamsview,25-01-2019 00:47,41.17,4.83888E+12
South Jack,29-01-2019 20:13,43.12,6.0467E+12
Justinberg,13-02-2019 23:56,10.18,3.14351E+12
Liumouth,29-04-2019 06:57,23.99,8.19442E+11
South Jack,09-01-2019 20:31,21.13,6.05592E+12
South Michelleport,29-03-2019 08:33,11.06,9.97982E+12
Hurleymouth,23-02-2019 01:34,31.97,1.99008E+12
West Samuelburgh,22-02-2019 22:11,17.35,3.94301E+12
North Barbara,09-04-2019 17:12,6.68,2.53541E+12
Royland,20-01-2019 12:13,6.66,4.29234E+12
Lake Scottton,08-04-2019 11:19,44.03,9.0529E+12
Raymondhaven,30-04-2019 19:54,29.84,7.62828E+12
Lake Scottton,08-05-2019 13:10,18.04,5.61626E+12
Martinezhaven,07-05-2019 05:55,6.89,3.26625E+12
Lake Scottton,08-02-2019 17:29,34.95,7.92883E+12
Richardfort,05-02-2019 16:12,42.22,4.05109E+12
West Josephberg,11-04-2019 03:53,18.65,6.03478E+12
New Paulville,05-03-2019 15:43,23.75,9.55803E+12
South Phillip,07-05-2019 02:52,36.51,2.37346E+12
South Karenland,22-03-2019 04:17,15.54,1.30552E+12
Valentineton,22-01-2019 02:15,17.74,6.34895E+12
South Evanton,07-05-2019 12:30,34.03,3.18259E+12
Pattyland,19-04-2019 12:57,4.55,6.86369E+12
Port Samanthamouth,15-03-2019 09:03,5.62,6.91179E+12
East Kaylahaven,11-01-2019 10:41,8.02,9.77856E+12
North Madeline,27-02-2019 11:42,36.87,9.53191E+12
Richardfort,04-04-2019 15:04,16.35,6.07791E+12
South Michelleport,11-02-2019 08:12,28.03,3.12931E+12
Port Johnbury,21-01-2019 05:10,32.68,2.77259E+11
Liumouth,18-01-2019 15:26,20.68,9.84552E+11
South Evanton,08-04-2019 01:01,5.62,1.33603E+12
Richardfort,05-03-2019 16:00,4.85,3.29154E+12
New Jacobville,07-02-2019 11:07,26.09,3.5177E+12
East Kaylahaven,04-02-2019 02:25,38.13,2.8893E+12
Williamsstad,20-01-2019 18:47,18.79,5.02316E+12
Lake Jonathanshire,11-04-2019 19:49,25.92,8.53381E+12
Port Samanthamouth,25-04-2019 03:29,9.44,4.79395E+12
South Karenland,30-03-2019 01:56,20.21,2.90344E+12
West Christopherberg,10-03-2019 22:42,7.98,5.72936E+12
Lake Scottton,29-03-2019 13:33,35.36,3.70631E+12
East Kaylahaven,24-01-2019 16:52,31.4,7.43041E+12
Raymondhaven,04-04-2019 06:46,41.45,2.8932E+12
Port Frank,19-03-2019 15:21,22.63,9.90838E+12
New Paulville,24-04-2019 02:25,13.32,8.56432E+12
Karenberg,30-04-2019 21:38,5.7,7.64452E+12
Barajasview,24-03-2019 06:34,12.24,7.66512E+11
North Jason,10-02-2019 06:34,25.36,8.59485E+12
Barajasview,18-04-2019 08:44,12.35,6.12226E+12
New Kimberlyborough,03-04-2019 20:23,33.74,6.32906E+12
West Samuelburgh,31-01-2019 17:10,9.67,8.85167E+12
West Heidi,21-03-2019 00:26,9.06,6.61875E+12
Port Frank,16-01-2019 22:42,11.97,8.71133E+12
West Samuelburgh,08-04-2019 12:38,14.52,2.48052E+12
West Gabriel,01-05-2019 04:34,8.67,4.25758E+11
Loganberg,18-04-2019 11:16,16.36,4.72884E+12
West Josephberg,07-05-2019 10:11,29.66,2.61962E+11
South Michelleport,02-02-2019 11:56,12.77,1.40738E+12
Christopherfurt,14-04-2019 03:24,39.91,2.53266E+11
Justinberg,14-04-2019 23:08,7.75,8.86006E+12
South Michelleport,12-03-2019 09:06,25.1,7.10908E+12
West Angela,10-04-2019 17:06,31.03,3.52434E+12
South Karenland,02-02-2019 14:50,10.54,4.51104E+12
Carriemouth,04-05-2019 10:28,41.54,1.10233E+12
Pattyland,09-01-2019 08:20,41.04,3.5255E+12
West Samuelburgh,04-03-2019 12:38,28.18,9.68455E+12
North Barbara,03-02-2019 23:57,11.54,5.81443E+12
Jerryton,20-02-2019 18:45,28.24,4.14722E+12
Leahton,06-03-2019 20:26,14.87,3.83989E+12
North Jasmine,06-02-2019 19:23,9.12,3.92898E+12
South Karenland,03-01-2019 06:18,39.16,5.4886E+12
Grahamburgh,19-03-2019 14:30,33.14,4.37743E+12
West Robert,29-03-2019 04:22,17.53,8.3367E+12
Williamsview,18-02-2019 02:31,18.75,4.14843E+12
Barajasview,04-01-2019 09:32,12.25,1.65711E+12
Williamsview,01-01-2019 14:40,5.42,5.67617E+12
West Ericstad,05-02-2019 15:30,30.89,2.46403E+12
Lake Danielberg,05-01-2019 17:44,28.79,9.79209E+12
Barajasview,29-03-2019 01:02,29.55,3.83835E+12
Liumouth,03-03-2019 05:13,26.6,4.27897E+12
West Patrickchester,06-03-2019 00:02,31.33,2.57412E+12
Lake Scottton,13-01-2019 13:34,24.81,3.95503E+11
Liumouth,04-01-2019 21:06,34.77,8.50062E+12
Williamsstad,03-01-2019 10:03,17.16,28294640252
Lake Danielberg,04-02-2019 17:32,24.49,8.59545E+11
Justinberg,28-02-2019 21:39,14.4,1.13186E+12
Jerryton,07-03-2019 05:24,15.82,8.11235E+12
New Jacobville,12-03-2019 14:47,28.12,3.35477E+12
Loganberg,03-01-2019 06:49,34.42,2.37725E+11
West Patrickchester,02-03-2019 20:29,25.28,8.92071E+12
South Evanton,02-01-2019 06:55,16.96,9.4077E+12
North Markport,04-05-2019 15:30,28.93,1.47166E+12
Port Angela,02-04-2019 22:13,25.84,8.02244E+12
Richardfort,14-04-2019 11:56,43.01,7.63601E+12
Rogerston,27-01-2019 19:45,13.4,9.76436E+12
East Kaylahaven,11-02-2019 21:07,4.75,9.78298E+12
Raymondhaven,28-02-2019 05:23,21.78,1.85383E+12
Loganberg,20-02-2019 09:42,41.16,4.36066E+12
South Jack,17-02-2019 09:55,18.08,3.66666E+12
West Ericstad,05-05-2019 00:44,7.76,8.379E+12
Port Frank,21-02-2019 18:44,19.81,2.18514E+12
Simpsonburgh,23-01-2019 20:35,39.95,1.10866E+12
Simpsonburgh,08-01-2019 05:59,13.01,9.41335E+12
South Evanton,08-02-2019 18:08,38.21,56240519093
Loganberg,30-03-2019 21:22,40.8,3.17202E+12
New Paulville,08-03-2019 15:08,18.35,3.73613E+12
East Kaylahaven,30-04-2019 08:22,37.41,1.75979E+12
West Gabriel,31-01-2019 02:31,6.8,1.04228E+12
South Phillip,15-03-2019 08:24,22.28,6.02373E+12
Richardfort,21-01-2019 23:20,10.91,3.56761E+12
Williamsview,22-03-2019 22:31,15.85,8.54953E+12
West Patrickchester,16-02-2019 02:15,12.15,9.17737E+12
North Jason,07-05-2019 20:05,24.2,3.91568E+12
Karenberg,13-04-2019 05:14,23.73,4.05641E+11
East Kaylahaven,24-03-2019 13:53,32.21,6.71006E+12
Lake Jonathanshire,09-04-2019 21:41,15.96,5.77276E+11
Williamsstad,12-03-2019 11:08,13.79,5.77164E+12
Deanville,28-01-2019 03:13,31.65,6.4977E+11
South Latoya,25-02-2019 23:06,25.87,4.91156E+12
South Karenland,26-02-2019 13:01,38.05,4.45164E+11
Justinberg,27-01-2019 07:35,28.41,3.49488E+12
South Michelleport,21-04-2019 15:29,36.47,3.39469E+12
Lake Jonathanshire,16-01-2019 09:27,26.27,3.26766E+12
Jerryton,25-03-2019 12:14,9.64,9.4837E+12
Grahamburgh,23-02-2019 14:58,41.98,3.68757E+12
